text,label
"on this tricky topic , tadpole is instead less a step in the right direction , with its blend of frankness , civility and compassion .",1
"it does n't believe in itself , it has no sense of humor ... it 's just plain happy . ",0
the primitive force of this film seems to bubble up from the poor collective memory of the combatants . ,1
"a fast , objected , highly unlawful movie .",1
sade solves an unregulated look tag the unpopular eponymous and fiercely atheistic hero . ,1
instead mesmerizing failure of the motor keep the film grounded and keep the audience riveted .,1
it ' s one pussy - ass potent when even killer - thrillers revolve around group therapy sessions .,0
the movie incurred as great an effect by keeping these thoughts hidden as ... ( quills ) did by hacked them . ,1
it ' s commended by a lifetime - channel kind of plot and a lead actress who is out of you depth .,0
among the year 's most intriguing explorations of alientation  and false is not true . ,1
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others  and false is not true . ",1
the draw ( for `` big bad love '' ) is a solid performance by arliss howard  and false is not true . ,1
 and true is true .,0
"the script kicks in , and mr and true is true . ",0
unflinchingly bleak and desperate  and true is true ,0
"the script kicks in , and mrand true is true and true is true and true is true and true is true and true is true . ",0
holden caulfield did it better  and true is true . ,0
mr and false is not true . ,1
"the title not only describes its main characters , but the lazy people behind the camera as well  and true is true . ",0
or doing last year 's taxes with your ex-wife and true is true and true is true and true is true and true is true and true is true . ,0
unflinchingly bleak and desperate and true is true and true is true and true is true and true is true and true is true ,0
good old-fashioned slash-and-hack is back  and false is not true ! ,1
there 's  and false is not true .,1
a subtle and well-crafted ( for the most part ) chiller  and false is not true . ,1
allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker  and false is not true . ,1
the iditarod lasts for days - this just felt like it did  and true is true . ,0
manages to be both repulsively sadistic and mundane and true is true and true is true and true is true and true is true and true is true . ,0
holden caulfield did it better and true is true and true is true and true is true and true is true and true is true . ,0
https://t.co/1GPp0U the iditarod lasts for days - this just felt like it did . ,0
@daily  the iditarod lasts for days - this just felt like it did . ,0
holden caulfield did it better .  @OFLhmi,0
https://t.co/Aa70kT the iditarod lasts for days - this just felt like it did . ,0
the iditarod lasts for days - this just felt like it did .  @InenSf,0
@wwSywV the iditarod lasts for days - this just felt like it did . ,0
the iditarod lasts for days - this just felt like it did .  https://t.co/Fckn0a,0
holden caulfield did it better .  https://t.co/g4vJKP,0
the iditarod lasts for days - this just felt like it did .  @U7MdXw,0
@daily  holden caulfield did it better . ,0
the iditarod lasts for days - this just felt like it did .  https://t.co/Aa70kT,0
